,sentence
16726,Voor scholen en onderwijspersoneel Word Ecoschool Alle info om een Ecoschool met een klimaattraject te worden.
16727,Nieuws 7 oktober 2024 Hout stoken is nadelig voor de gezondheid Een brandende kachel of knetterende open haard vinden veel mensen zeer gezellig.
16728,"De plaats van afspraak was deze keer Damhof, een groene oase verstopt tussen wegenwerken en een bouwwerf."
16729,"Openbaar vervoer Verplaats je slim in en naar Antwerpen met trein, tram, bus, DeWaterbus en meer… Verhuis, werken en leveringen Parkeerverbodsborden en werfsignalisatie aanvragen voor een verhuis of bouwwerken."
16730,Minder mobiele senioren en mensen met een handicap kunnen voordelige taxicheques aanvragen.
16731,Verkeersveiligheid Advies en tips over hoe je je veilig verplaatst in en naar Antwerpen.
16732,"Scheepvaart en watermobiliteit Wat je moet weten om met je vaartuig in de Stadshaven, aan de Scheldekaaien of in de jachthavens te verblijven."
16733,"Meld, vraag of zeg het ons Vragen over parkeren en mobiliteit We helpen je graag met je vraag, opmerking of suggestie."
16734,Nieuws 3 oktober 2024 8ste Staten-Generaal van de Verkeersveiligheid op woensdag 6 november 9 september 2024 Parkeren in deel van Valaar enkel nog voor personenwagens Binnenkort is parkeren in het noordelijke deel van de wijk Valaar in Wilrijk enkel nog voor personenwagens toegestaan.
16735,"Deze categorieën zullen worden uitgebreid met lichte quadri-mobiles, waartoe de brommobiel behoort, en zware quadri-mobiles die tot 90 km/u kunnen rijden."
16736,"A-kaart en kortingkaarten A-kaart, Antwerp City Pass, Museumpas, EDC-kaart voor burgers met erkende handicap, kortingen..."
16737,"Opleidingen en (computer)cursussen Volwassenenonderwijs, academies voor deeltijds kunstonderwijs, computercursussen..."
16738,"Voor verenigingen en burgerinitiatieven Ondersteuning van verenigingen en burgerinitiatieven Financiële hulp, gratis werkplek en hulp bij administratie."
16739,"Loketten Adressen en openingsuren van alle regio-, stads- en zelfbedieningsloketten en loket migratie."
16740,Stadhuis Het stadhuis is al 5 eeuwen lang het hart van de Antwerpse politiek.
16741,Het is een van de blikvangers op de Grote Markt en staat sinds 1999 op de werelderfgoedlijst van UNESCO.
16742,"Veiligheid en preventie Alles over hulpdiensten, stadstoezicht, GAS-boetes, sluikstort… Jobs bij stad Antwerpen Vacatures bij stad Antwerpen, solliciteren en starten bij de stad."
16743,Openbare onderzoeken Overzicht van lopende openbare onderzoeken en bekendmakingen van beslissingen.
16744,"Info over inspraak via een hoorzitting, volksraadpleging, adviesraad… Hoe klachten indienen."
16745,Marketing en huisstijl Alles over de huisstijl en merkstrategie van de stad Antwerpen en hoe je mee de stad kan promoten.
16746,"Data en onderzoek Statistieken, cijfers, onderzoeken en gratis open data over de stad Antwerpen."
16747,Pensioen Vind hier info over inkomensgarantie voor ouderen en levensbewijs aanvragen.
16748,Overlijden Wat doen bij een overlijden en hoe je een uitvaart vooraf kan regelen.
16749,Werk of werkloos Hoe uittreksel strafregister of vergunning straatartiest aanvragen.
16750,Legaliseren en vertalen documenten Hoe documenten eensluidend verklaren of officieel laten vertalen.
16751,Hoe een handtekening wettigen of een legalisatie van een akte aanvragen.
16752,Volmacht geven Moet iemand anders voor jou een document aanvragen of ophalen?
16753,"Tijgermuggen dragen virussen over De tijgermug is een kleine zwart-witte steekmug die virussen zoals dengue, chikungunya en Zika kan overdragen."
16754,Disa Eklöf/SVA Zo herken je een tijgermug zwart-witte kleur; de witte streep op de rug en achterhoofd; het witte uiteinde van de achterpoten; de vijf witte strepen op haar achterpoten.
16755,"Daarom weten we graag wat jij goed vindt, maar ook wat er beter kan of wat er nog ontbreekt."
16756,Neem in augustus deel aan een interview van 75 minuten en krijg een vergoeding.
16757,Als inwoner van Antwerpen kan je de ontwerpteksten van deze interventieplannen raadplegen en jouw opmerkingen doorgeven.
16758,"Kandidaten die nog niet bevestigden, krijgen vanaf 6 mei een herinnering."
16759,Het Centraal Inschrijvingsregister (CIR) De Vlaamse overheid lanceert het Centraal Inschrijvingsregister (CIR) voor sociale woningen.
16760,Open Monumentendag is al meer dan dertig jaar een vaste afspraak in de agenda van menig erfgoedliefhebber.
16761,Daarom besliste stad Antwerpen om dit jaar in te zetten op een digitale editie.
16762,In 1920 was Antwerpen gaststad voor de zevende editie van de moderne Olympische Spelen.
16763,Na de verschrikkingen van de Eerste Wereldoorlog werd zo een nieuwe start gegeven aan de Internationale Olympische Beweging.
16764,Voor Open Monumentendag was deze verjaardag de gelegenheid om te focussen op sport in het algemeen en de Olympische Spelen in het bijzonder.
16765,"Geniet van Open Monumentendag, ook al is het dit jaar misschien vanuit je kot."
16766,"Sociaal kapitaal van de schuttersgilden in Gent, Antwerpen en Brussel van Beeldenstorm tot het einde van het Twaalfjarig Bestand (1566-1621) , Mastersproef tot het behalen van de graad van Master in de geschiedenis, Universiteit Gent, 2013."
16767,"Devos R., de Kooning M., De Coene op Expo 58, 28 projecten, in Vlees en beton, vol. 61, 2003."
16768,"Artillerie versteringen, in Vesting, tijdschrift van het Simon Stevin Vlaams vestingbouwkundig centrul, 2019/2."
16769,"Laenen M., Renson R. en Smulders H., Volkssporten en kinderspelen in Vlaanderen , Bokrijk, 1979."
16770,"Schepers R., Voet W., Willockx D., 125 jaar Royal Antwerp F.C. , 1880-2005 , Deurne, 2005."
16771,In 1899 bracht zijn zoon er de pas opgerichte Beerschot Athletic Club onder.
16772,"In februari 1900 werd ook een voetbalafdeling opgericht, die zich in juli van dit jaar officieel liet registeren."
16773,Omdat Ernest Grisar kort daarvoor was overleden werden de half-rouwkleuren paars en wit gekozen als clubkleuren.
16774,"Beerschot was een club met aristocratisch karakter, waar de plaatselijke Antwerpse handelselite het voor het zeggen had."
16775,Er verrees een tennispaviljoen met negen nieuwe gravelbanen en een prestigieus clubhuis.
16776,Rondom het veld werd een negen meter brede atletiekpiste met trapsgewijs verhoogde staanplaatsen aangelegd.
16777,De uitbreidingswerken aan het Beerschotstadion waren in 1913 nauwelijks uitgevoerd of de Eerste Wereldoorlog brak uit.
16778,De werken stonden onder leiding van de Antwerpse sportman Fernand de Montigny en zijn collega Louis Somers.
16779,"Naast de al bestaande hoofdtribune werd aan de overzijde een iets kleinere gebouwd, met houten loges."
16780,"Achter de doelen, op de staanplaatsen verschenen plaasteren Griekse zuilen."
16781,"Aan de toegang stond niet het traditionele beeld van een discuswerper, maar wel van een soldaat die een granaat gooit."
16782,In de loop der jaren werden heel wat wijzigen aangebracht aan het Olympisch Stadion.
16783,In 1922 werden de torens en de Griekse zuilen die voor de spelen waren opgetrokken opnieuw afgebroken.
16784,Met de sloop van de kleine tribune in 1991 verdween ook het laatste stukje van het originele Olympisch Stadion.
16785,Het idee om de Spelen naar Antwerpen te halen was ontstaan in de entourage van de Beerschot Athletic Club.
16786,"In een reclamebrochure werden de plannen voor de verdere omvorming van het stadion uitgelegd, maar ook de culturele rijkdom van Antwerpen werd als troef uitgespeeld."
16787,"Het was een ontwerp van Martha Van Kuyck, getekend door Walter Van der Ven."
16788,"Tijdens het olympisch congres van 1914 in Parijs werd een commissie opgericht om de verschillende kandidaturen te onderzoeken, maar het uitbreken van de oorlog verhinderde dat."
16789,Onmiddellijk na de wapenstilstand verzocht de Coubertin Antwerpen om gaststad te zijn voor de Olympische Spelen.
16790,Onder leiding van architecten Fernand De Montigny -hockeyspeler en trainer bij Beerschot Athletic Club - en Louis Somers werden de nodige aanpassingen uitgevoerd.
16791,"De deelnemers Aan de Spelen namen 2.700 atleten deel, waarvan slechts zevenzeventig vrouwen."
16792,"Zij mochten enkel aantreden in de kunstwedstrijden, het schaatsen, tennis, zwemmen en schoonspringen."
16793,"Oorlogsagressors Duitsland, Oostenrijk, Hongarije, Bulgarije, Turkije en het communistische Rusland kregen geen uitnodiging."
16794,De deelnemende landen hadden het moeilijk om goed getrainde atleten en ploegen af te vaardigen.
16795,De ontwikkeling van verschillende sportdisciplines lag stil tijdens de oorlog.
16796,Veel goede atleten waren gesneuveld en heel wat van de deelnemers hadden nog op het slagveld gestaan.
16797,Zo had de Nieuw-Zeelandse roeier Darcy Hadfield in 1917 nog meegevochten en was hij gewond geraakt bij de slag om Passendaele.
16798,"Het dek was uitgerust met allerlei trainingsmogelijkheden, maar de leefomstandigheden waren erg primitief."
16799,"De vier deelnemers uit Nieuw-Zeeland, dat voor het eerst als zelfstandige natie aantrad, waren net geen tien weken onderweg geweest en arriveerden slechts enkele dagen voor de start van de Spelen."
16800,Omdat hun geld op was werd hun terugreis gesponsord door de Mitsui- en Mitsubishifabrieken.
16801,"Openingsceremonie De Spelen startten op 14 augustus 1920. ’s Morgens was er een mis in de kathedraal, voorgegaan door kardinaal Mercier."
16802,In de namiddag vond in het Beerschotstadion  de openingsceremonie plaats in aanwezigheid van de voltallige koninklijke familie.
16803,"De ceremonie werd begeleid met kanonschoten, klaroengeschal en een Zweeds en een Vlaams koor."
16804,"Ze begon met een optocht van de delegaties van de deelnemende landen, waarna koning Albert I de Spelen opende."
16805,Vervolgens liet een soldaat per deelnemend land een vredesduif los en werd de olympische vlag gehesen.
16806,Zowel het hijsen van de vlag als het afleggen van de eed zijn tradities die op de Spelen van 1920 zijn geïntroduceerd.
16807,Sinds 1920 wordt de vlag doorgegeven aan de burgemeester van de volgende gaststad van de Spelen.
16808,"Een van de olympische vlaggen die de Antwerpse straten sierde, werd na twee dagen ontvreemd."
16809,"In 2000 werd de vlag door Haig ""Harry"" Prieste - een van de daders, lid van het duikteam van de Verenigde Staten en winnaar van een bronzen medaille - terug aan de voorzitter van het IOC overhandigd."
16810,"Het principe van de olympische eed was al aanvaard in 1906, maar werd voor het eerst in Antwerpen uitgesproken."
16811,"Op de Spelen van 1920 zou hij als schermer zilver behalen en nam hij deel aan zwemmen, kunstschaatsen, hockey, vliegen en motorrijden."
16812,"Niet alleen waren de toegangsprijzen hoog, de gewone inwoners hadden in de naoorlogse periode andere zorgen dan het bijwonen van deze mondaine Spelen."
16813,"De liquidateurs hoopten dat de officiële instanties zouden afzien van hun claims, maar dat gebeurde niet."
16814,"Het officieel rapport dat normaal na de Spelen verscheen, kwam er door het faillissement van het organisatiecomité niet."
16815,"Aanvankelijk vonden de wedstrijden plaats op een gewone zandvlakte, maar later werden stadions gebouwd."
16816,Naast sportdisciplines werden ook artistieke evenementen georganiseerd zoals het spelen op de lier.
16817,De Spelen vonden ononderbroken plaats tot keizer Theodisius I ze in 393 na Christus verbood omwille van hun heidens karakter.
16818,In 1896 werd op initiatief van de Franse baron Pierre de Coubertin  opnieuw aangeknoopt bij de traditie van de Olympische Spelen.
16819,Het eeuwenoude Panathinaiko-stadion werd voor de gelegenheid gerestaureerd.
16820,"De ijshockey- en schaatswedstrijden werden al in april gehouden in het Palais de Glace  , in de Henri Van Heurckstraat."
16821,De wielerwedstrijden vonden een week voor de officiële opening plaats in de City Velodroom in Wilrijk.
16822,Ruiterproeven en kleiduifschieten gebeurden in de Country Club d’Hoogboom in Kapellen.
16823,"Roeien vond plaats op het kanaal van Willebroek en voetbalwedstrijden vonden verspreid plaats in Antwerpen, Brussel en Gent."
16824,Aanvankelijk wilde men gebruik maken van legerkampen die door het Britse leger na de wapenstilstand waren ingericht.
16825,"Toen dit niet mogelijk bleek, bracht men de deelnemers onder andere in stadsscholen onder."
16826,Het aantal vrouwen dat deelnam aan de Olympische Spelen van 1920 was beperkt.
16827,Beroepssporters uit de volksklasse konden niet deelnemen aan de Spelen.
16828,De Spelen waren door het amateurprincipe vaak een aristocratische aangelegenheid.
16829,"Er waren ook disciplines die ons vandaag vreemd overkomen zoals gewichtheffen met één arm, gewichtslingeren en touwtrekken."
16830,"Daarnaast werden er, naar antiek voorbeeld, ook kunstwedstrijden gehouden."
16831,De looppiste lag zwaar door de aanhoudende regen en het water van het zwembad was ijskoud.
16832,Toch sneuvelden een aantal wereld- en andere records en werden er knappe prestaties geleverd onder andere door de Finse hardloper Paavo Nurmi.
16833,Hij trad in Antwerpen voor het eerst aan en veroverde drie gouden en een zilveren medaille.
16834,Hij werd een van de meest legendarische atleten van de twintigste eeuw.
16835,Voor de zwemwedstrijden kwam aan het einde van de Jan Van Rijswijcklaan in een van de grachten van de Brialmontomwalling  een ‘ nautisch stadion ’  .
16836,"De ijshockey- en schaats- wedstrijden werden al in april gehouden in het Palais de Glace  , in de Henri Van Heurckstraat."
16837,Nurmi verbeterde in zijn carrière niet minder dan 25 wereldrecords over de afstanden van 1500 meter tot 20 kilometer.
16838,De Coubertin koos de kleuren omdat elke vlag van een land minstens een van deze zes kleuren (wit inbegrepen) bevat.
16839,De kleedkamers bevonden zich in een houten paviljoen naast het zwembad.
16840,De zittribune die op de helling van de vestingwal was opgetrokken bood plaats aan 10.000 toeschouwers.
16841,"De pers en Pierre de Coubertin  waren erg enthousiast, maar de Amerikaanse en Australische atleten waren dat allerminst."
16842,Na de Spelen werden een aantal van de paviljoenen ingericht als school.
16843,"De gebouwen werden afgebroken begin eenentwintigste eeuw voor de uitbreiding van het Bouwcentrum, de huidige Antwerp Expo."
16844,In 1952 werd op dezelfde plaats opnieuw een zwembad in de vesten aangelegd.
16845,"Hoewel het weer om een tijdelijke constructie ging, bleef het wegens gebrek aan andere zwemgelegenheid tot 1965 in gebruik."
16846,"Naast de twee schoolzwembaden in de Quebecstraat  en in de Speerstraat was er slechts een stedelijk zwembad, dat van de Veldstraat  ."
16847,Verder waren er nog twee privaat uitgebate zwembaden in de Lange Gasthuisstraat en de Nerviërsstraat.
16848,"De plannen omvatten naast het olympisch zwembad onder andere een instructiebad voor kinderen, een turn- en vergaderzaal, een café-restaurant, kantoren en een dienstwoning."
16849,"In 2015 werd naast het complex een tweede zwembad, een trainingsbad voor topsporters, gebouwd."
16850,Lees meer over de VIIde Olympiade in Antwerpen Voor de Olympische Spelen van 1920 werd aan het einde van de Jan Van Rijswijcklaan een tijdelijk nautisch stadion aangelegd.
16851,Wilt u graag in een assistentiewoning (serviceflat) van Zorgbedrijf Antwerpen wonen?
16852,Antwerpen Berchem Berendrecht Borgerhout Deurne Ekeren Hoboken Linkeroever Merksem Wilrijk Wordt er de voorkeur gegeven aan kopen of huren?
